drug_id,active_ingredients,group_related,num_act_ingr
5147_train,OXOMÉMAZINE,Otras,1
5148_train,"GLUCOSE MONOHYDRATÉ,  GLUCOSE ANHYDRE",Antidiabéticos,2
5149_train,RIBAVIRINE,Antivirales,1
515_test,"ÉSOMÉPRAZOLE,  ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ",Antiinflamatorios y Analgésicos,2
515_train,ZOPICLONE,Antidepresivos y Psicotrópicos,1
5150_train,ALPRAZOLAM,Otras,1
5151_train,"CHLORHYDRATE DE TAMSULOSINE,  TAMSULOSINE",Antihipertensivos y Cardiovasculares,2
5152_train,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
5153_train,"LISINOPRIL DIHYDRATÉ,  LISINOPRIL ANHYDRE",Antihipertensivos y Cardiovasculares,2
5154_train,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
5155_train,"CARBIDOPA ANHYDRE,  CARBIDOPA MONOHYDRATÉE,  LÉVODOPA",Otras,3
5156_train,"PANTOPRAZOLE,  PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ",Otras,2
5157_train,SOMATROPINE,Otras,1
5158_train,"AMLODIPINE,  AMLODIPINE (BÉSILATE D')",Antihipertensivos y Cardiovasculares,2
5159_train,"ATORVASTATINE,  ATORVASTATINE CALCIQUE TRIHYDRATÉE",Antidepresivos y Psicotrópicos,2
516_test,"MONTÉLUKAST,  MONTÉLUKAST SODIQUE",Antihipertensivos y Cardiovasculares,2
516_train,"PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,  PANTOPRAZOLE",Otras,2
5160_train,"DORZOLAMIDE,  MALÉATE DE TIMOLOL,  TIMOLOL,  CHLORHYDRATE DE DORZOLAMIDE",Antiinflamatorios y Analgésicos,4
5161_train,"CHLORHYDRATE DE ROPINIROLE,  ROPINIROLE BASE",Antihipertensivos y Cardiovasculares,2
5162_train,"RABÉPRAZOLE SODIQUE,  RABÉPRAZOLE",Otras,2
5163_train,"DOXYCYCLINE MONOHYDRATÉE,  DOXYCYCLINE BASE",Antibióticos y Antimicrobianos,2
5164_train,FUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
5165_train,"MÉTHOTREXATE DISODIQUE,  MÉTHOTREXATE",Inmunosupresores y Moduladores del Sistema Inmune,2
5166_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL,  INDAPAMIDE",Antiinflamatorios y Analgésicos,3
5167_train,"FLUVASTATINE SODIQUE,  FLUVASTATINE BASE",Antihipertensivos y Cardiovasculares,2
5168_train,"SALBUTAMOL,  SULFATE DE SALBUTAMOL",Antiinflamatorios y Analgésicos,2
5169_train,"FROVATRIPTAN BASE,  SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ",Antidepresivos y Psicotrópicos,2
517_test,SIMVASTATINE,Otras,1
517_train,"CÉFUROXIME,  CÉFUROXIME AXÉTIL",Antibióticos y Antimicrobianos,2
5170_train,"CÉFUROXIME,  CÉFUROXIME AXÉTIL",Antibióticos y Antimicrobianos,2
5171_train,"CHLORHYDRATE DE ROPINIROLE,  ROPINIROLE",Antihipertensivos y Cardiovasculares,2
5172_train,ALLOPURINOL,Otras,1
5173_train,"BÉSILATE DE CLOPIDOGREL,  CLOPIDOGREL BASE",Anticonvulsivos y Antiepilépticos,2
5174_train,LAMOTRIGINE,Antihistamínicos y Descongestionantes,1
5175_train,"TIAGABINE (CHLORHYDRATE DE) MONOHYDRATÉ,  TIAGABINE ANHYDRE",Antidepresivos y Psicotrópicos,2
5176_train,BENZATHINE PHÉNOXYMÉTHYLPÉNICILLINE,Antibióticos y Antimicrobianos,1
5177_train,"ÉSOMÉPRAZOLE,  ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ",Antiinflamatorios y Analgésicos,2
5178_train,"AMOXICILLINE ANHYDRE,  AMOXICILLINE TRIHYDRATÉE",Antihipertensivos y Cardiovasculares,2
5179_train,"RANITIDINE BASE,  CHLORHYDRATE DE RANITIDINE",Antiinflamatorios y Analgésicos,2
518_test,PROGESTÉRONE,Antivirales,1
518_train,SODIUM (POLYSTYRÈNE SULFONATE DE),Otras,1
5180_train,"LISINOPRIL ANHYDRE,  HYDROCHLOROTHIAZIDE,  LISINOPRIL DIHYDRATÉ",Antihipertensivos y Cardiovasculares,3
5181_train,CHLORHYDRATE D'ALFUZOSINE,Antihipertensivos y Cardiovasculares,1
5182_train,IRBÉSARTAN,Antihipertensivos y Cardiovasculares,1
5183_train,LAMOTRIGINE,Antihistamínicos y Descongestionantes,1
5184_train,"CHLORHYDRATE DE DONÉPÉZIL,  DONÉPÉZIL",Antivirales,2
5185_train,CHLORURE DE SODIUM,Antihipertensivos y Cardiovasculares,1
5186_train,"CHLORHYDRATE DE METFORMINE,  METFORMINE",Antidiabéticos,2
5187_train,OMÉPRAZOLE,Antibióticos y Antimicrobianos,1
5188_train,"MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,  PREDNISOLONE",Hormonas y Moduladores Hormonales,2
5189_train,"CODÉINE,  ÉRYSIMUM (EXTRAIT SEC D')",Anticonvulsivos y Antiepilépticos,2
519_test,"GLUCOSE MONOHYDRATÉ,  GLUCOSE ANHYDRE",Antidiabéticos,2
519_train,NICORANDIL,Antihipertensivos y Cardiovasculares,1
5190_train,"CITRATE DE TAMOXIFÈNE,  TAMOXIFÈNE BASE",Otras,2
5191_train,"GLUCOSE MONOHYDRATÉ,  ACIDE ASPARTIQUE,  TYROSINE,  PHÉNYLALANINE,  ALANINE,  ACÉTATE DE SODIUM TRIHYDRATÉ,  VALINE,  GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ,  CHLORURE DE POTASSIUM,  HISTIDINE,  HUILE D'OLIVE RAFFINÉE POUR PRÉPARATIONS INJECTABLES,  ARGININE,  ACÉTATE DE LYSINE,  GLYCINE,  GLUCOSE ANHYDRE,  ACIDE GLUTAMIQUE,  LYSINE,  LEUCINE,  THRÉONINE,  MÉTHIONINE,  SÉRINE,  HUILE DE SOJA RAFFINÉE,  ISOLEUCINE,  TRYPTOPHANE L,  PROLINE,  CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ,  CHLORURE DE CALCIUM DIHYDRATÉ",Antibióticos y Antimicrobianos,27
5192_train,FOLLITROPINE ALFA,Hormonas y Moduladores Hormonales,1
5193_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL",Antihipertensivos y Cardiovasculares,2
5194_train,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
5195_train,"CLAVULANIQUE (ACIDE),  CLAVULANATE DE POTASSIUM,  AMOXICILLINE ANHYDRE,  AMOXICILLINE TRIHYDRATÉE",Antihipertensivos y Cardiovasculares,4
5196_train,"VALSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
5197_train,TRANDOLAPRIL,Otras,1
5198_train,RUFINAMIDE,Anticonvulsivos y Antiepilépticos,1
5199_train,ÉNOXAPARINE SODIQUE,Otras,1
52_test,BISOPROLOL (FUMARATE ACIDE DE),Antihipertensivos y Cardiovasculares,1
52_train,IRBÉSARTAN,Antihipertensivos y Cardiovasculares,1
520_test,CHLORHYDRATE DE CÉLIPROLOL,Otras,1
520_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
5200_train,"SUCCINATE DE SUMATRIPTAN,  SUMATRIPTAN",Antihipertensivos y Cardiovasculares,2
5201_train,"SODIUM (BICARBONATE DE),  SODIUM (ALGINATE DE)",Otras,2
5202_train,GABAPENTINE,Anticonvulsivos y Antiepilépticos,1
5203_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
5204_train,BÉNAZÉPRIL (CHLORHYDRATE DE),Otras,1
5205_train,"HUILE DE SOJA RAFFINÉE,  LYSINE (ACÉTATE DE),  THRÉONINE,  PROLINE,  SODIUM (ACÉTATE DE) TRIHYDRATÉ,  HUILE D'OLIVE RAFFINÉE,  ARGININE,  GLUCOSE ANHYDRE,  VALINE,  LYSINE,  ISOLEUCINE,  TRIGLYCÉRIDES À CHAÎNE MOYENNE,  SODIUM (ACÉTATE DE) ANHYDRE,  CHLORURE DE POTASSIUM,  MAGNÉSIUM (SULFATE DE) HEPTAHYDRATÉ,  SULFATE DE MAGNÉSIUM ANHYDRE,  MÉTHIONINE,  SULFATE DE ZINC HEPTAHYDRATÉ,  SÉRINE,  GLYCÉROPHOSPHATE DE SODIUM,  TAURINE,  GLUCOSE MONOHYDRATÉ,  HISTIDINE,  GLYCINE,  CHLORURE DE CALCIUM ANHYDRE,  GLYCÉROPHOSPHATE DE SODIUM ANHYDRE,  LEUCINE,  PHÉNYLALANINE,  TYROSINE,  CALCIUM (CHLORURE DE) DIHYDRATÉ,  HUILE DE POISSON RICHE EN ACIDES OMÉGA-3 ,  SULFATE DE ZINC ANHYDRE,  ALANINE,  TRYPTOPHANE L",Antihipertensivos y Cardiovasculares,34
5206_train,PIROXICAM,Antivirales,1
5207_train,"IRBÉSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
5208_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
5209_train,ACÉTATE DE CYPROTÉRONE,Antiinflamatorios y Analgésicos,1
521_test,NEISSERIA MENINGITIDIS (OLIGOSIDE DE) (SOUCHE C11) GROUPE C CONJUGUÉ À LA PROTÉINE CRM-197 DE CORYNEBACTERIUM DIPHTERIAE,Otras,1
521_train,FUROSÉMIDE,Antiinflamatorios y Analgésicos,1
5210_train,"OLMÉSARTAN MÉDOXOMIL,  BÉSILATE D'AMLODIPINE,  AMLODIPINE",Antihipertensivos y Cardiovasculares,3
5211_train,RAMIPRIL,Antihipertensivos y Cardiovasculares,1
5212_train,"RANITIDINE (CHLORHYDRATE DE),  RANITIDINE BASE",Antihipertensivos y Cardiovasculares,2
5213_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
5214_train,ZIDOVUDINE,Antivirales,1
5215_train,"HYDROCHLOROTHIAZIDE,  IRBÉSARTAN",Antihipertensivos y Cardiovasculares,2
5216_train,DICLOFÉNAC SODIQUE,Antiinflamatorios y Analgésicos,1
5217_train,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
5218_train,"CHLORHYDRATE D'IRBÉSARTAN,  HYDROCHLOROTHIAZIDE,  IRBÉSARTAN",Antihipertensivos y Cardiovasculares,3
5219_train,"MALÉATE D'ÉNALAPRIL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
522_test,NAFTIDROFURYL (OXALATE ACIDE DE),Otras,1
522_train,"TRIPTORÉLINE,  TRIPTORÉLINE (EMBONATE DE)",Antiinflamatorios y Analgésicos,2
5220_train,"RITONAVIR,  LOPINAVIR",Antivirales,2
5221_train,"AMOXICILLINE TRIHYDRATÉE,  CLAVULANATE DE POTASSIUM,  AMOXICILLINE ANHYDRE,  CLAVULANIQUE (ACIDE)",Antihipertensivos y Cardiovasculares,4
5222_train,"CEFPODOXIME,  CEFPODOXIME PROXÉTIL",Antibióticos y Antimicrobianos,2
5223_train,"ESCITALOPRAM,  OXALATE D'ESCITALOPRAM",Antiinflamatorios y Analgésicos,2
5224_train,MALÉATE D'ÉNALAPRIL,Antihipertensivos y Cardiovasculares,1
5225_train,"CHLORHYDRATE D'IRBÉSARTAN,  IRBÉSARTAN",Antihipertensivos y Cardiovasculares,2
5226_train,CHLORHYDRATE D'ÉTHAMBUTOL,Anticonvulsivos y Antiepilépticos,1
5227_train,"CARBIDOPA ANHYDRE,  CARBIDOPA MONOHYDRATÉE,  LÉVODOPA,  ENTACAPONE",Otras,4
5228_train,"INDAPAMIDE,  PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antiinflamatorios y Analgésicos,3
5229_train,OLANZAPINE,Antidepresivos y Psicotrópicos,1
523_test,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL",Antihipertensivos y Cardiovasculares,2
523_train,THIOCOLCHICOSIDE,Otras,1
5230_train,"ROPINIROLE,  CHLORHYDRATE DE ROPINIROLE",Antihipertensivos y Cardiovasculares,2
5231_train,RÉPAGLINIDE,Otras,1
5232_train,CHLORHYDRATE D'ALFUZOSINE,Antihipertensivos y Cardiovasculares,1
5233_train,NAPROXÈNE SODIQUE,Antiinflamatorios y Analgésicos,1
5234_train,ANASTROZOLE,Antihipertensivos y Cardiovasculares,1
5235_train,INDAPAMIDE,Antiinflamatorios y Analgésicos,1
5236_train,CHLORURE DE SODIUM,Antihipertensivos y Cardiovasculares,1
5237_train,"AMLODIPINE (BÉSILATE D'),  AMLODIPINE",Antihipertensivos y Cardiovasculares,2
5238_train,"CHLORHYDRATE DE SERTRALINE,  SERTRALINE BASE",Antidepresivos y Psicotrópicos,2
5239_train,LANSOPRAZOLE,Antihipertensivos y Cardiovasculares,1
524_test,"TARTRATE DE BRIMONIDINE,  BRIMONIDINE",Antihipertensivos y Cardiovasculares,2
524_train,"CALCIUM ÉLÉMENT,  CONCENTRAT DE CHOLÉCALCIFÉROL,  FORME PULVÉRULENTE,  CARBONATE DE CALCIUM,  CHOLÉCALCIFÉROL",Antihipertensivos y Cardiovasculares,5
5240_train,"VALSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
5241_train,"MÉGLUMINE,  GADOBÉNATE DE DIMÉGLUMINE,  ACIDE GADOBÉNIQUE",Inmunosupresores y Moduladores del Sistema Inmune,3
5242_train,FUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
5243_train,THIOCOLCHICOSIDE,Otras,1
5244_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
5245_train,HÉMIFUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
5246_train,"FUMARATE DE QUÉTIAPINE,  QUÉTIAPINE",Otras,2
5247_train,CHLORHYDRATE D'OXYCODONE,Otras,1
5248_train,ROXITHROMYCINE,Otras,1
5249_train,CHLORURE DE SODIUM,Antihipertensivos y Cardiovasculares,1
525_test,"ALTIZIDE,  SPIRONOLACTONE",Antidepresivos y Psicotrópicos,2
525_train,"BROMURE D'IPRATROPIUM ANHYDRE,  BROMURE D'IPRATROPIUM",Antivirales,2
5250_train,DICHLORHYDRATE DE LÉVOCÉTIRIZINE,Antiinflamatorios y Analgésicos,1
5251_train,"ESTRADIOL ANHYDRE,  ESTRADIOL HÉMIHYDRATÉ",Hormonas y Moduladores Hormonales,2
5252_train,CARBAMAZÉPINE,Otras,1
5253_train,GANIRÉLIX,Antivirales,1
5254_train,"TELMISARTAN,  BÉSILATE D'AMLODIPINE,  AMLODIPINE",Antihipertensivos y Cardiovasculares,3
5255_train,LÉTROZOLE,Hormonas y Moduladores Hormonales,1
5256_train,"IRBÉSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
5257_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
5258_train,"PANTOPRAZOLE,  PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ",Otras,2
5259_train,"ATAZANAVIR (SULFATE D'),  ATAZANAVIR",Antivirales,2
526_test,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
526_train,"ONDANSÉTRON,  CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ",Otras,2
5260_train,"MILNACIPRAN,  CHLORHYDRATE DE MILNACIPRAN",Antihipertensivos y Cardiovasculares,2
5261_train,SOMATROPINE,Otras,1
5262_train,GLICLAZIDE,Antidiabéticos,1
5263_train,"CHLORHYDRATE DE VALACICLOVIR,  VALACICLOVIR",Antivirales,2
5264_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
5265_train,"METFORMINE BASE,  CHLORHYDRATE DE METFORMINE",Antidiabéticos,2
5266_train,LAMOTRIGINE,Antihistamínicos y Descongestionantes,1
5267_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
5268_train,"ÉTHINYLESTRADIOL,  LÉVONORGESTREL",Otras,2
5269_train,"CHLOROQUINE,  SULFATE DE CHLOROQUINE",Antibióticos y Antimicrobianos,2
527_test,"CHLORHYDRATE DE METFORMINE,  METFORMINE",Antidiabéticos,2
527_train,"METFORMINE,  CHLORHYDRATE DE METFORMINE",Antidiabéticos,2
5270_train,"ESTRADIOL,  NORÉTHISTÉRONE (ACÉTATE DE),  ESTRADIOL,  ESTRADIOL",Hormonas y Moduladores Hormonales,4
5271_train,"HYDROGÉNOSULFATE DE CLOPIDOGREL,  CLOPIDOGREL",Anticonvulsivos y Antiepilépticos,2
5272_train,INSULINE HUMAINE RECOMBINANTE SOLUBLE,Antidiabéticos,1
5273_train,"ÉSOMÉPRAZOLE,  ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ",Antiinflamatorios y Analgésicos,2
5274_train,"MÉMANTINE,  CHLORHYDRATE DE MÉMANTINE",Antihipertensivos y Cardiovasculares,2
5275_train,TRANDOLAPRIL,Otras,1
5276_train,"CHLORHYDRATE DE VALACICLOVIR,  VALACICLOVIR",Antivirales,2
5277_train,"CHLORHYDRATE DE SAXAGLIPTINE,  SAXAGLIPTINE",Antihipertensivos y Cardiovasculares,2
5278_train,TRINITRINE,Antiinflamatorios y Analgésicos,1
5279_train,ÉPIRUBICINE (CHLORHYDRATE D'),Otras,1
528_test,"PRAMIPEXOLE BASE,  DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ",Antibióticos y Antimicrobianos,2
528_train,GABAPENTINE,Anticonvulsivos y Antiepilépticos,1
5280_train,"ATORVASTATINE CALCIQUE,  ATORVASTATINE",Antidepresivos y Psicotrópicos,2
5281_train,"CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ,  ONDANSÉTRON",Otras,2
5282_train,CÉFRADINE,Antibióticos y Antimicrobianos,1
5283_train,"BÉSILATE D'AMLODIPINE,  PÉRINDOPRIL ARGININE,  AMLODIPINE,  PÉRINDOPRIL",Antihipertensivos y Cardiovasculares,4
5284_train,"OSÉLTAMIVIR,  OSÉLTAMIVIR (PHOSPHATE D')",Antivirales,2
5285_train,"SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE,  CHLOROBUTANOL HÉMIHYDRATÉ",Antibióticos y Antimicrobianos,2
5286_train,FLUOROURACILE,Otras,1
5287_train,PREDNISONE,Antiinflamatorios y Analgésicos,1
5288_train,PRÉGABALINE,Antivirales,1
5289_train,ATÉNOLOL,Antivirales,1
529_test,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
529_train,LOSARTAN POTASSIQUE,Antihipertensivos y Cardiovasculares,1
5290_train,"CHLORHYDRATE DE VALACICLOVIR,  VALACICLOVIR",Antivirales,2
5291_train,"CHLORHYDRATE DE RANITIDINE,  RANITIDINE BASE",Antiinflamatorios y Analgésicos,2
5292_train,BROMAZÉPAM,Antiinflamatorios y Analgésicos,1
5293_train,SULFATE DE VINCRISTINE,Antiinflamatorios y Analgésicos,1
5294_train,"RABÉPRAZOLE SODIQUE,  RABÉPRAZOLE BASE",Otras,2
5295_train,RIBAVIRINE,Antivirales,1
5296_train,"IODE,  IOVERSOL",Antivirales,2
5297_train,BISOPROLOL (FUMARATE ACIDE DE),Antihipertensivos y Cardiovasculares,1
5298_train,LANSOPRAZOLE,Antihipertensivos y Cardiovasculares,1
5299_train,FOLLITROPINE BÊTA,Hormonas y Moduladores Hormonales,1
53_test,"HYDROGÉNOTARTRATE DE RIVASTIGMINE,  RIVASTIGMINE BASE",Antihipertensivos y Cardiovasculares,2
53_train,"BÉTAMETHASONE (PHOSPHATE DE) ET DE DISODIUM,  BÉTAMÉTHASONE",Otras,2
530_test,VALSARTAN,Antihipertensivos y Cardiovasculares,1
530_train,"FENTANYL,  CITRATE DE FENTANYL",Antiinflamatorios y Analgésicos,2
5300_train,"SPIRAMYCINE,  MÉTRONIDAZOLE",Antiinflamatorios y Analgésicos,2
5301_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  INDAPAMIDE,  PÉRINDOPRIL",Antiinflamatorios y Analgésicos,3
5302_train,FUROSÉMIDE,Antiinflamatorios y Analgésicos,1
5303_train,"PANTOPRAZOLE,  PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ",Otras,2
5304_train,TRANDOLAPRIL,Otras,1
5305_train,ANASTROZOLE,Antihipertensivos y Cardiovasculares,1
5306_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
5307_train,FUSIDIQUE (ACIDE),Antihistamínicos y Descongestionantes,1
5308_train,FENTANYL,Antiinflamatorios y Analgésicos,1
5309_train,PIROXICAM,Antivirales,1
531_test,SIMVASTATINE,Otras,1
531_train,"CHLORHYDRATE DE NALMÉFÈNE DIHYDRATÉ,  NALMÉFÈNE",Antiinflamatorios y Analgésicos,2
5310_train,"TACALCITOL MONOHYDRATÉ,  TACALCITOL",Antihipertensivos y Cardiovasculares,2
5311_train,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
5312_train,ESTRADIOL HÉMIHYDRATÉ,Hormonas y Moduladores Hormonales,1
5313_train,OLANZAPINE,Antidepresivos y Psicotrópicos,1
5314_train,"ÉSOMÉPRAZOLE,  ÉSOMÉPRAZOLE MAGNÉSIUM TRIHYDRATÉ",Antiinflamatorios y Analgésicos,2
5315_train,"PANTOPRAZOLE,  PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ",Otras,2
5316_train,"ZUCLOPENTHIXOL,  ZUCLOPENTHIXOL (DICHLORHYDRATE DE)",Antidepresivos y Psicotrópicos,2
5317_train,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
5318_train,TELMISARTAN,Otras,1
5319_train,FLAVOXATE (CHLORHYDRATE DE),Antiinflamatorios y Analgésicos,1
532_test,DOMPÉRIDONE,Otras,1
532_train,FUROSÉMIDE,Antiinflamatorios y Analgésicos,1
5320_train,OFLOXACINE,Antibióticos y Antimicrobianos,1
5321_train,ÉTODOLAC,Otras,1
5322_train,"ÉSOMÉPRAZOLE,  ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ",Antiinflamatorios y Analgésicos,2
5323_train,"LOSARTAN POTASSIQUE,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
5324_train,SPIRONOLACTONE,Antidepresivos y Psicotrópicos,1
5325_train,NYSTATINE,Antibióticos y Antimicrobianos,1
5326_train,MÉSALAZINE,Otras,1
5327_train,CHLORHYDRATE D'HYDROXYZINE,Otras,1
5328_train,GLIMÉPIRIDE,Antidiabéticos,1
5329_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
533_test,CICLOPIROX OLAMINE,Otras,1
533_train,CARBAMAZÉPINE,Otras,1
5330_train,"QUÉTIAPINE,  FUMARATE DE QUÉTIAPINE",Otras,2
5331_train,CHLORHYDRATE DE MORPHINE,Antihipertensivos y Cardiovasculares,1
5332_train,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
5333_train,"FLUOXÉTINE BASE,  CHLORHYDRATE DE FLUOXÉTINE",Antiinflamatorios y Analgésicos,2
5334_train,"SULFATE DE FRAMYCÉTINE,  PHOSPHATE SODIQUE DE DEXAMÉTHASONE",Antivirales,2
5335_train,"ÉSOMÉPRAZOLE,  ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ",Antiinflamatorios y Analgésicos,2
5336_train,"DÉGARÉLIX (ACÉTATE DE),  DÉGARÉLIX",Otras,2
5337_train,"DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ,  DESMOPRESSINE",Antihistamínicos y Descongestionantes,2
5338_train,RIBAVIRINE,Antivirales,1
5339_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
534_test,VALSARTAN,Antihipertensivos y Cardiovasculares,1
534_train,ATÉNOLOL,Antivirales,1
5340_train,IRBÉSARTAN,Antihipertensivos y Cardiovasculares,1
5341_train,GLIBENCLAMIDE,Antidiabéticos,1
5342_train,"VENLAFAXINE,  CHLORHYDRATE DE VENLAFAXINE",Antidepresivos y Psicotrópicos,2
5343_train,"ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ,  ÉSOMÉPRAZOLE",Antiinflamatorios y Analgésicos,2
5344_train,SPIRONOLACTONE,Antidepresivos y Psicotrópicos,1
5345_train,BIMATOPROST,Hormonas y Moduladores Hormonales,1
5346_train,OMÉPRAZOLE,Antibióticos y Antimicrobianos,1
5347_train,"PÉRINDOPRIL,  PÉRINDOPRIL ARGININE",Antihipertensivos y Cardiovasculares,2
5348_train,OLANZAPINE,Antidepresivos y Psicotrópicos,1
5349_train,"HYDROCHLOROTHIAZIDE,  CANDÉSARTAN CILEXÉTIL",Antihipertensivos y Cardiovasculares,2
535_test,"ACIDE RISÉDRONIQUE,  RISÉDRONATE MONOSODIQUE ANHYDRE",Hormonas y Moduladores Hormonales,2
535_train,CHLORHYDRATE D'OXYBUTYNINE,Otras,1
5350_train,DÉCANOATE DE FLUPHÉNAZINE,Hormonas y Moduladores Hormonales,1
5351_train,"BUPRÉNORPHINE,  CHLORHYDRATE DE BUPRÉNORPHINE",Antidepresivos y Psicotrópicos,2
5352_train,INSULINE HUMAINE RECOMBINANTE NEUTRE,Antidiabéticos,1
5353_train,TRAVOPROST,Otras,1
5354_train,"FLUVASTATINE BASE,  FLUVASTATINE SODIQUE",Antihipertensivos y Cardiovasculares,2
5355_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
5356_train,MALÉATE DE FLUVOXAMINE,Antihipertensivos y Cardiovasculares,1
5357_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
5358_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL",Antihipertensivos y Cardiovasculares,2
5359_train,"HYDROCHLOROTHIAZIDE,  LISINOPRIL ANHYDRE,  LISINOPRIL DIHYDRATÉ",Antihipertensivos y Cardiovasculares,3
536_test,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
536_train,FUROSÉMIDE,Antiinflamatorios y Analgésicos,1
5360_train,"ALENDRONATE MONOSODIQUE TRIHYDRATÉ,  ALENDRONIQUE (ACIDE)",Antidiabéticos,2
5361_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  INDAPAMIDE,  PÉRINDOPRIL",Antiinflamatorios y Analgésicos,3
5362_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
5363_train,"NARATRIPTAN (CHLORHYDRATE DE),  NARATRIPTAN",Antiinflamatorios y Analgésicos,2
5364_train,CHLORURE DE SODIUM,Antihipertensivos y Cardiovasculares,1
5365_train,"MONTÉLUKAST,  MONTÉLUKAST SODIQUE",Antihipertensivos y Cardiovasculares,2
5366_train,LÉFLUNOMIDE,Inmunosupresores y Moduladores del Sistema Inmune,1
5367_train,PEGFILGRASTIM,Antivirales,1
5368_train,"RIVASTIGMINE,  HYDROGÉNOTARTRATE DE RIVASTIGMINE",Antihipertensivos y Cardiovasculares,2
5369_train,"BENZATHINE PHÉNOXYMÉTHYLPÉNICILLINE,  PENICILLINE V",Antibióticos y Antimicrobianos,2
537_test,CHLORHYDRATE DE BÉNAZÉPRIL,Antihipertensivos y Cardiovasculares,1
537_train,MÉQUITAZINE,Antiinflamatorios y Analgésicos,1
5370_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
